order_id,customer_id,delivery_address_id,order_date,status,total_amount
3118,15156,5577,2025-01-23 00:23:34,Entregue,2690.18
3119,17846,7226,2024-12-05 09:44:02,Cancelado,488.48
3120,2847,2613,2024-01-30 18:10:20,Enviado,3966.81
3121,15159,8427,2024-06-18 04:35:35,Entregue,1166.22
3122,6234,18692,2024-09-10 00:53:32,Cancelado,5654.6
3123,8275,638,2023-11-25 15:33:31,Cancelado,1109.6
3124,19992,6193,2024-05-22 06:45:24,Enviado,1740.78
3125,8041,12170,2025-04-26 20:30:43,Entregue,2147.08
3126,4591,4258,2024-12-20 06:35:42,Entregue,1650.05
3127,3346,801,2025-03-05 14:53:31,Processando,3597.72
3128,9289,9787,2024-08-25 21:17:37,Cancelado,1939.46
3129,3135,19265,2024-12-25 11:16:00,Entregue,2896.86
3130,8976,15318,2025-01-14 12:09:24,Entregue,5905.5
3131,18086,17808,2024-08-09 16:20:33,Enviado,1552.56
3132,5167,10795,2024-12-13 01:27:50,Entregue,966.31
3133,9476,8223,2024-09-12 13:07:28,Cancelado,4686.19
3134,13100,6031,2024-04-03 09:54:29,Cancelado,1487.69
3135,769,16663,2023-08-26 17:50:18,Entregue,2442.49
3136,4180,9092,2024-11-01 03:05:29,Enviado,4141.2
3137,16332,9937,2024-08-04 18:59:38,Entregue,3720.24
3138,14276,15285,2024-12-16 01:07:04,Processando,2581.93
3139,16160,18342,2024-03-14 13:46:06,Enviado,5865.29
3140,3213,885,2024-08-18 03:36:58,Processando,6752.41
3141,18306,368,2025-04-25 06:16:20,Cancelado,3533.01
3142,1221,4789,2023-11-28 23:15:12,Processando,334.28
3143,13859,2871,2024-04-30 11:18:03,Cancelado,2978.53
3144,9769,3872,2024-01-02 22:33:49,Entregue,5520.27
3145,7883,5455,2023-09-03 13:17:15,Entregue,586.79
3146,12079,5554,2024-02-23 17:49:02,Cancelado,4861.86
3147,13414,6730,2023-06-16 17:37:05,Processando,3213.2
3148,7816,6129,2025-02-20 15:37:22,Enviado,3540.27
3149,15098,14818,2024-03-07 15:50:53,Processando,2512.92
3150,5664,5445,2025-02-04 14:52:03,Cancelado,2175.99
3151,19298,10807,2024-09-04 20:05:54,Entregue,1008.82
3152,5236,10153,2024-11-08 15:24:22,Cancelado,76.18
3153,2708,3768,2024-06-14 04:26:46,Enviado,1916.34
3154,6702,9553,2023-08-03 21:17:58,Entregue,4876.69
3155,8808,13147,2023-12-08 23:44:12,Processando,3285.11
3156,2031,11392,2024-10-19 17:32:46,Processando,1107.59
3157,11895,17138,2025-03-01 17:00:26,Enviado,2274.52
3158,11557,2643,2025-02-05 19:03:29,Cancelado,5415.12
3159,15187,1204,2024-02-15 20:41:19,Cancelado,1047.02
3160,9617,8941,2024-01-07 07:12:59,Processando,2827.73
3161,184,18373,2024-05-23 18:00:38,Cancelado,2491.02
3162,17311,1149,2024-06-04 00:52:21,Cancelado,2006.89
3163,19044,2251,2023-06-18 19:53:26,Entregue,3204.37
3164,18740,19675,2025-06-08 01:40:00,Processando,4805.3
3165,1881,13918,2024-08-03 12:22:13,Entregue,354.68
3166,2125,12338,2024-03-20 12:17:29,Entregue,860.8
3167,17051,19526,2024-10-19 09:36:19,Enviado,3835.33
3168,15450,9540,2023-08-23 20:33:38,Cancelado,930.0
3169,5298,2226,2024-08-05 07:11:13,Entregue,3588.91
3170,12298,6678,2024-08-08 09:52:44,Entregue,439.91
3171,19488,9001,2023-11-04 12:43:36,Enviado,2875.98
3172,18494,15515,2025-02-21 02:31:36,Cancelado,4048.92
3173,11489,8466,2023-07-05 22:27:10,Processando,1611.06
3174,16151,5841,2024-10-01 09:13:51,Entregue,6044.19
3175,1385,15534,2025-01-05 05:18:35,Entregue,2604.99
3176,4927,2707,2025-03-13 11:46:24,Cancelado,2267.92
3177,9743,14448,2024-02-15 15:31:12,Processando,572.52
3178,9383,14336,2023-12-28 14:58:23,Processando,2984.82
3179,5418,4082,2023-06-15 08:55:41,Processando,960.3
3180,14250,12550,2024-03-28 17:35:03,Processando,1316.44
3181,14986,5323,2024-03-15 17:20:46,Entregue,550.4
3182,5958,16637,2023-08-08 06:32:01,Entregue,8321.17
3183,2145,3221,2024-06-04 09:03:58,Enviado,3142.24
3184,19849,7692,2023-08-06 18:06:18,Processando,2284.05
3185,12019,1732,2025-06-05 13:09:58,Enviado,986.53
3186,6119,1807,2024-06-08 15:31:44,Cancelado,3293.64
3187,3568,879,2023-07-03 07:14:56,Processando,6317.65
3188,15566,8914,2023-10-12 08:15:53,Cancelado,4946.25
3189,2308,19768,2024-06-19 19:35:15,Enviado,666.73
3190,14509,567,2023-10-22 06:02:22,Entregue,3084.4
3191,19695,798,2023-11-09 19:43:26,Cancelado,1705.81
3192,9254,8648,2024-10-06 02:27:44,Cancelado,1579.39
3193,1974,5392,2024-01-28 22:16:45,Entregue,5235.51
3194,19076,7057,2025-05-17 22:26:03,Entregue,1543.33
3195,18626,18379,2024-07-19 13:54:33,Cancelado,5373.83
3196,17984,1787,2024-02-11 15:28:56,Enviado,4024.94
3197,14625,8186,2023-08-28 18:18:57,Cancelado,4723.94
3198,9407,1027,2024-07-24 12:02:43,Cancelado,2891.06
3199,1103,2554,2024-10-25 05:33:46,Processando,2165.6
3200,6273,13843,2023-06-30 02:04:46,Entregue,4465.08
3201,2740,17191,2025-02-21 09:53:55,Processando,2968.63
3202,11604,16649,2024-08-10 07:08:37,Enviado,432.3
3203,17515,16478,2023-08-15 07:32:32,Entregue,295.38
3204,14299,6329,2024-02-11 20:46:35,Entregue,2727.3
3205,4256,3006,2024-09-16 15:57:48,Enviado,4976.99
3206,2072,16648,2025-03-24 03:58:59,Enviado,5537.64
3207,1371,17297,2025-01-19 08:50:49,Entregue,272.37
3208,17009,3475,2024-07-27 12:45:22,Entregue,2829.53
3209,5836,18694,2025-02-01 02:22:14,Entregue,4281.43
3210,10334,17131,2024-07-22 04:46:10,Entregue,2104.45
3211,14802,14394,2025-01-01 08:09:00,Processando,564.68
3212,3496,5413,2025-02-23 19:09:53,Processando,5713.91
3213,14071,5887,2024-03-20 08:45:27,Entregue,3301.63
3214,15234,9619,2024-06-13 19:47:19,Processando,4601.03
3215,15021,13723,2024-05-02 07:48:30,Cancelado,2511.01
3216,18442,10338,2024-04-27 14:49:15,Enviado,1914.03
3217,12852,8740,2024-10-15 17:40:21,Cancelado,4305.06
3218,1587,1336,2024-10-08 17:12:12,Entregue,2925.68
3219,2356,13968,2025-04-30 02:26:26,Processando,4519.09
3220,2646,6745,2024-08-09 14:21:09,Enviado,576.97
3221,8560,6606,2024-09-13 15:58:28,Processando,587.76
3222,6724,10852,2023-12-03 12:09:13,Processando,6277.78
3223,1742,1976,2024-10-06 08:04:11,Cancelado,4485.1
3224,19869,892,2023-11-15 10:14:59,Cancelado,5252.9
3225,3800,12982,2025-05-14 04:37:53,Cancelado,3033.34
3226,18320,8537,2023-11-14 06:41:30,Enviado,2503.2
3227,8494,1236,2025-03-14 21:07:58,Cancelado,2209.79
3228,12280,19977,2023-10-29 08:21:58,Cancelado,3833.31
3229,16708,13458,2023-12-26 07:41:08,Enviado,5419.3
3230,6132,10580,2024-04-23 22:42:17,Processando,5798.71
3231,6401,17037,2024-01-17 14:30:00,Enviado,3001.53
3232,16411,18632,2024-10-22 16:09:55,Enviado,4051.82
3233,13288,11172,2024-09-12 23:17:17,Processando,835.52
3234,17828,11607,2025-05-11 04:29:12,Enviado,892.08
3235,5784,19932,2024-05-11 13:33:41,Enviado,1069.92
3236,10127,11649,2024-01-04 00:17:07,Entregue,2459.7
3237,6055,15955,2024-02-19 07:11:45,Enviado,3942.2
3238,10034,8422,2024-09-21 17:40:24,Enviado,1537.02
3239,9586,12101,2023-06-18 00:36:04,Entregue,5817.18
3240,10471,7211,2023-09-11 15:48:30,Processando,456.54
3241,17664,13149,2024-05-07 04:36:39,Entregue,5451.29
3242,13774,8663,2024-08-23 19:11:56,Cancelado,332.38
3243,16277,2283,2024-02-28 01:21:00,Cancelado,1359.44
3244,17540,10030,2023-08-13 15:25:58,Processando,2528.33
3245,8505,19652,2023-07-03 18:03:16,Cancelado,8376.99
3246,1153,8679,2024-12-17 13:18:21,Entregue,5170.3
3247,7463,1593,2024-12-18 19:06:05,Enviado,2162.85
3248,19949,4414,2025-01-09 19:20:56,Cancelado,2235.84
3249,9509,18172,2024-07-19 11:13:26,Cancelado,1030.64
3250,13906,15187,2025-02-14 22:07:19,Processando,8661.6
3251,2790,11609,2025-06-01 10:54:11,Processando,3267.68
3252,18196,4794,2024-03-06 15:54:35,Entregue,2747.01
3253,6764,10782,2023-08-20 09:01:29,Entregue,890.92
3254,14810,11439,2024-10-13 08:13:57,Enviado,3766.75
3255,8879,8806,2024-03-01 23:22:37,Cancelado,1370.89
3256,9335,4881,2024-03-23 22:15:41,Entregue,6217.09
3257,765,4523,2025-05-21 15:36:56,Processando,2853.89
3258,10152,19504,2023-12-07 11:32:35,Entregue,235.88
3259,9492,3587,2024-11-16 01:36:48,Cancelado,1621.77
3260,12352,6342,2024-02-29 10:22:44,Enviado,5766.64
3261,19640,1408,2024-08-06 19:04:57,Cancelado,1248.51
3262,7937,4185,2023-10-06 07:12:57,Enviado,5479.97
3263,14743,17217,2023-07-11 17:18:17,Cancelado,172.43
3264,8124,14800,2024-02-28 01:59:58,Cancelado,1509.96
3265,4836,19637,2025-02-18 07:45:17,Cancelado,3321.24
3266,3770,8447,2024-10-27 09:10:14,Enviado,4597.94
3267,11758,234,2024-04-19 13:08:55,Processando,2431.2
3268,1610,1361,2023-10-04 02:47:36,Entregue,7187.23
3269,3794,15463,2024-06-10 08:15:19,Cancelado,211.08
3270,12581,17738,2023-11-21 06:43:54,Cancelado,829.52
3271,6713,5331,2023-08-14 02:37:00,Entregue,2109.78
3272,6196,6953,2024-11-21 02:52:30,Entregue,2775.51
3273,15355,15873,2024-08-01 14:37:21,Processando,718.96
3274,8712,3661,2024-08-31 06:07:18,Cancelado,2722.97
3275,8730,8723,2023-08-21 23:38:12,Entregue,3211.28
3276,12646,14067,2024-08-06 00:11:14,Entregue,1079.24
3277,2289,8796,2025-01-02 14:57:19,Entregue,3609.32
3278,1958,18347,2024-12-09 11:49:15,Entregue,2119.73
3279,6250,597,2025-05-15 22:10:28,Cancelado,6794.33
3280,7070,19597,2023-08-12 04:47:30,Processando,1043.4
3281,17023,8135,2024-07-23 19:31:48,Enviado,130.34
3282,2459,16938,2025-06-01 15:19:23,Entregue,1721.82
3283,386,2723,2023-08-02 09:03:31,Cancelado,4175.59
3284,8332,5992,2024-02-20 10:15:29,Cancelado,5635.64
3285,4215,6821,2024-03-17 07:17:59,Cancelado,2867.41
3286,10368,6671,2024-07-03 23:51:27,Cancelado,4828.11
3287,6936,12293,2023-07-30 03:21:25,Cancelado,2413.72
3288,12950,12884,2024-08-11 02:32:40,Processando,808.82
3289,8033,15364,2024-09-28 11:30:44,Entregue,186.63
3290,9658,13981,2024-02-09 11:46:15,Cancelado,5205.34
3291,8847,18665,2025-05-03 23:04:51,Entregue,1131.21
3292,16295,17321,2024-03-26 17:11:44,Entregue,2638.93
3293,1671,18992,2024-04-27 16:23:30,Processando,3502.24
3294,15802,6233,2024-09-15 17:38:52,Enviado,5734.98
3295,14723,8475,2024-11-06 11:25:51,Enviado,4031.67
3296,8141,7754,2025-02-21 21:27:07,Enviado,453.24
3297,2291,1143,2024-03-06 15:45:43,Entregue,4714.49
3298,3980,11107,2024-04-22 04:50:48,Processando,2875.32
3299,3604,7661,2024-01-27 12:00:00,Cancelado,2141.89
3300,12182,16318,2024-06-01 05:08:05,Cancelado,4812.33
3301,16263,19891,2024-12-30 04:59:36,Enviado,6297.22
3302,4469,7376,2023-06-12 16:56:26,Cancelado,1134.99
3303,19581,7164,2024-01-31 14:00:17,Cancelado,5035.46
3304,2938,7420,2024-06-16 06:42:22,Cancelado,4761.65
3305,18859,16637,2024-07-07 18:34:33,Processando,4445.91
3306,8587,16206,2024-02-26 12:00:21,Entregue,1250.56
3307,13505,12062,2025-02-19 23:04:30,Processando,5876.62
3308,15547,4392,2025-03-02 07:03:19,Entregue,3592.11
3309,19489,7614,2023-10-23 14:00:51,Processando,6763.92
3310,18894,9581,2023-12-23 19:21:44,Processando,6613.12
3311,15269,13791,2024-06-11 19:44:02,Cancelado,4707.0
3312,13495,19198,2024-02-20 18:52:15,Cancelado,655.83
3313,11868,15700,2024-08-30 09:52:04,Entregue,5625.24
3314,5703,759,2025-04-12 14:52:00,Enviado,1678.11
3315,7542,18938,2023-07-05 20:14:22,Enviado,4579.2
3316,10906,14249,2024-01-22 13:15:18,Processando,4416.25
3317,9831,2539,2025-03-26 05:31:41,Processando,3656.58
3318,7246,8841,2023-07-27 03:36:07,Enviado,729.5
3319,16353,9475,2023-09-13 03:11:11,Entregue,6281.81
3320,1504,47,2023-08-05 20:41:56,Entregue,1256.88
3321,5180,13745,2024-12-27 12:28:30,Cancelado,1580.97
3322,4703,3029,2025-03-11 18:26:04,Entregue,4249.14
3323,1854,7728,2024-04-27 04:15:49,Cancelado,1293.22
3324,5662,18925,2024-12-17 04:48:52,Entregue,2534.98
3325,3327,7201,2023-11-24 22:38:46,Processando,4123.75
3326,8946,15659,2024-10-16 09:18:14,Processando,3199.99
3327,887,10284,2024-05-14 23:48:30,Entregue,4843.3
3328,15418,10217,2023-11-03 12:36:18,Processando,5039.12
3329,15727,12331,2024-07-20 16:59:19,Entregue,891.18
3330,12954,10617,2025-04-26 09:47:41,Cancelado,1576.86
3331,8730,18777,2024-08-20 19:57:38,Processando,4041.09
3332,15731,4823,2023-07-10 01:30:31,Processando,609.44
3333,3842,13011,2024-09-10 22:43:56,Cancelado,3177.52
3334,16756,15625,2024-12-08 10:54:26,Processando,61.33
3335,19641,8388,2024-12-17 22:19:21,Enviado,1587.9
3336,7016,10211,2023-09-02 17:45:35,Enviado,1743.1
3337,10317,12651,2025-03-26 07:54:15,Entregue,2094.53
3338,12961,14424,2023-12-29 14:04:44,Entregue,1805.63
3339,11237,1648,2025-01-05 17:16:52,Entregue,1820.62
3340,13827,4366,2025-01-03 10:59:12,Entregue,5643.9
3341,10784,2331,2023-08-22 11:03:20,Processando,2125.63
3342,19783,15384,2024-07-01 05:30:34,Processando,1019.31
3343,8514,14201,2025-05-14 19:34:41,Processando,3699.4
3344,17150,1726,2024-01-14 11:40:07,Processando,990.16
3345,3326,13457,2024-07-06 12:54:04,Cancelado,1388.01
3346,7095,4834,2023-12-07 19:40:57,Processando,6914.79
3347,16008,7249,2024-08-16 15:14:48,Entregue,1442.78
3348,16932,7053,2024-11-08 19:06:19,Cancelado,2098.44
3349,13889,10394,2025-01-02 09:34:45,Enviado,2921.21
3350,5317,18738,2024-07-22 04:04:25,Cancelado,946.54
3351,8635,11442,2023-09-22 19:08:53,Processando,7537.4
3352,15444,7079,2024-02-08 15:27:33,Cancelado,1717.68
3353,16677,2343,2024-01-03 17:02:12,Cancelado,2604.17
3354,18672,6618,2023-10-20 12:55:35,Cancelado,2586.85
3355,9351,19962,2024-09-19 08:22:13,Enviado,2580.86
3356,1307,4549,2023-09-14 17:28:43,Entregue,1591.28
3357,8873,16556,2024-09-17 18:53:46,Processando,125.1
3358,3631,4390,2023-12-07 12:38:59,Enviado,3000.96
3359,9723,11088,2025-03-03 01:35:37,Processando,5872.29
3360,12970,1141,2024-05-27 07:58:37,Processando,3986.39
3361,11427,18734,2024-05-27 17:42:22,Cancelado,3041.96
3362,902,10061,2024-05-21 04:46:27,Cancelado,756.23
3363,10947,11931,2024-03-23 22:12:03,Enviado,4276.03
3364,839,9855,2024-02-11 09:48:38,Cancelado,5041.88
3365,16892,12497,2025-06-01 01:32:28,Entregue,706.67
3366,796,12800,2024-06-05 10:51:21,Processando,3006.28
3367,4287,7683,2024-05-11 10:39:16,Entregue,6061.94
3368,16760,11240,2023-11-04 06:17:26,Cancelado,1385.26
3369,4307,12118,2025-04-02 13:22:27,Enviado,3395.26
3370,253,11926,2023-12-07 17:56:10,Cancelado,1351.73
3371,8722,7999,2025-01-28 16:53:14,Entregue,4146.32
3372,9583,17101,2023-10-30 23:44:55,Enviado,91.39
3373,17747,5198,2025-05-11 18:50:11,Cancelado,5940.81
3374,14944,901,2025-05-04 10:01:14,Enviado,4031.78
3375,6101,4250,2024-11-05 06:03:13,Processando,5625.35
3376,7819,9716,2024-05-11 17:19:51,Enviado,5461.94
3377,415,6965,2023-10-11 13:49:16,Entregue,1360.95
3378,3212,11700,2023-07-02 20:23:54,Entregue,4676.75
3379,18650,12012,2024-11-21 13:50:08,Processando,4038.72
3380,1420,4166,2025-06-04 22:44:01,Enviado,4114.94
3381,19422,17930,2025-03-25 03:14:24,Processando,3288.25
3382,3134,14134,2024-08-20 06:28:15,Cancelado,2639.42
3383,4027,8094,2024-09-05 20:53:34,Enviado,847.08
3384,4472,8023,2023-06-14 21:23:10,Entregue,3188.1
3385,6459,4653,2024-04-05 12:41:58,Cancelado,2977.68
3386,12943,9316,2023-07-04 06:28:56,Enviado,830.48
3387,8757,12444,2025-03-20 23:58:05,Entregue,4034.38
3388,15066,1566,2024-03-14 22:21:10,Entregue,5654.81
3389,203,14736,2024-11-27 13:45:06,Processando,3350.15
3390,16384,15385,2023-07-22 22:53:39,Entregue,400.32
3391,16619,8505,2024-04-08 10:20:48,Processando,4566.41
3392,915,741,2023-11-07 01:08:03,Processando,8634.36
3393,13696,8853,2024-11-03 05:22:06,Enviado,3857.93
3394,4893,16180,2024-10-03 00:39:00,Entregue,4613.08
3395,7234,75,2025-01-24 02:37:10,Entregue,7934.14
3396,14919,240,2024-04-26 04:29:32,Entregue,3264.72
3397,3924,11749,2024-07-04 17:57:19,Cancelado,1472.85
3398,15923,2884,2023-07-09 16:02:18,Processando,5657.6
3399,3015,6253,2024-06-21 05:44:23,Cancelado,4024.12
3400,18484,1285,2024-12-12 21:21:27,Processando,5490.33
3401,14319,12221,2023-11-29 03:56:44,Enviado,1074.83
3402,15442,17852,2024-01-11 23:11:51,Cancelado,971.69
3403,1645,15164,2023-12-25 02:08:14,Processando,1465.95
3404,3874,4845,2024-01-04 19:27:37,Enviado,401.5
3405,5512,3013,2024-05-05 23:55:50,Processando,2233.8
3406,12547,14887,2024-08-02 07:14:22,Cancelado,3534.92
3407,16677,14770,2024-08-30 21:15:46,Cancelado,4375.56
3408,17575,15077,2023-10-07 17:54:20,Processando,1311.37
3409,3078,1129,2024-08-21 03:18:21,Enviado,1883.29
3410,2654,5286,2023-07-04 06:14:10,Processando,2122.17
3411,15667,5826,2023-08-23 10:36:00,Cancelado,3739.17
3412,3938,6522,2023-12-14 11:25:55,Entregue,2508.78
3413,17065,3690,2024-06-03 22:42:36,Entregue,11852.82
3414,7241,666,2023-06-25 06:57:36,Entregue,1501.64
3415,5253,6497,2023-12-16 05:20:12,Entregue,4993.18
3416,19193,2097,2023-10-14 19:26:38,Enviado,2515.63
3417,9535,15939,2024-08-28 20:01:26,Cancelado,3612.14
3418,5109,9773,2023-06-20 01:48:34,Enviado,3616.89
3419,10260,9576,2024-09-05 19:16:48,Entregue,7356.89
3420,17533,10607,2024-01-12 12:39:12,Enviado,4127.31
3421,4032,13609,2023-12-03 15:36:28,Enviado,1419.73
3422,16175,4936,2025-01-09 12:40:17,Enviado,4508.59
3423,13505,16120,2023-07-08 20:19:27,Cancelado,905.94
3424,3493,2457,2025-06-02 01:36:55,Cancelado,3835.93
3425,6056,7360,2024-02-28 18:30:26,Enviado,520.22
3426,13109,9833,2023-10-05 11:14:30,Enviado,1468.08
3427,13843,14726,2024-02-10 20:50:16,Enviado,39.93
3428,14791,642,2025-04-21 13:23:09,Cancelado,294.37
3429,4118,11160,2024-10-02 08:18:40,Processando,2260.29
3430,2335,3770,2024-10-29 02:24:40,Processando,1970.94
3431,2221,19396,2023-07-25 19:15:56,Processando,1578.76
3432,567,6152,2023-10-20 19:50:22,Entregue,5276.14
3433,14324,124,2024-08-27 11:57:13,Processando,5422.74
3434,14408,3775,2025-05-17 12:27:14,Enviado,2733.19
3435,1402,17763,2024-02-11 21:25:05,Cancelado,2413.65
3436,6651,17415,2024-09-12 18:07:51,Processando,2587.7
3437,14562,2214,2025-03-21 20:43:01,Enviado,2786.86
3438,10099,5824,2024-05-18 23:17:07,Entregue,2803.57
3439,13924,13152,2023-11-18 07:52:12,Enviado,422.14
3440,3759,13597,2024-09-04 14:38:42,Entregue,1935.72
3441,1207,7880,2024-01-02 08:50:46,Processando,5544.39
3442,13676,272,2024-12-15 07:41:14,Enviado,4706.0
3443,3353,826,2024-09-02 12:13:36,Processando,4572.49
3444,5434,4826,2023-12-31 12:41:13,Enviado,4645.78
3445,4409,8383,2023-07-07 10:43:51,Enviado,1643.64
3446,14463,18925,2024-05-15 05:00:19,Entregue,1544.72
3447,13420,11781,2024-04-24 23:03:42,Entregue,294.37
3448,2758,16396,2024-03-04 13:48:16,Entregue,2892.04
3449,10217,15128,2023-07-04 14:19:58,Cancelado,4893.38
3450,1580,4707,2025-05-28 18:56:02,Cancelado,1746.74
3451,5618,15703,2024-10-16 10:11:32,Processando,2170.67
3452,18756,4079,2025-01-08 11:01:05,Cancelado,2926.19
3453,11586,11948,2024-04-11 08:00:08,Enviado,4468.72
3454,17593,18824,2024-07-22 08:36:23,Enviado,1817.32
3455,18100,19376,2023-08-12 10:44:12,Cancelado,1835.35
3456,1678,14425,2024-11-16 07:43:23,Enviado,773.46
3457,18560,6193,2023-08-04 00:01:34,Enviado,2607.89
3458,18423,1344,2024-08-27 17:14:54,Entregue,5734.85
3459,17423,17578,2024-06-16 06:21:51,Enviado,3364.1
3460,9810,4124,2023-10-24 12:09:12,Cancelado,143.04
3461,1074,6258,2024-08-25 16:23:25,Processando,8200.99
3462,4314,5951,2023-10-25 05:32:10,Processando,3393.17
3463,14293,1767,2025-06-02 20:13:33,Entregue,6299.52
3464,9321,11590,2024-04-19 10:45:46,Cancelado,2159.62
3465,51,2695,2023-12-13 01:45:55,Processando,5415.29
3466,8818,15800,2024-12-28 01:55:25,Enviado,4221.32
3467,5166,2375,2023-07-24 07:48:13,Cancelado,55.41
3468,2986,17163,2025-02-19 01:38:01,Enviado,6893.53
3469,2348,6853,2025-03-06 06:08:00,Entregue,3799.15
3470,5480,6855,2024-03-15 03:12:25,Processando,1412.85
3471,2093,11934,2024-04-13 10:04:03,Processando,3283.29
3472,19084,18415,2023-08-08 14:06:27,Enviado,1343.92
3473,11929,1189,2023-07-12 17:04:33,Cancelado,3651.69
3474,40,5139,2024-08-01 03:10:25,Processando,2991.3
3475,19938,5636,2024-03-14 17:17:26,Cancelado,2792.04
3476,17504,19438,2024-03-20 08:38:18,Processando,2717.96
3477,2886,12738,2024-12-06 03:35:54,Entregue,1873.65
3478,565,11093,2024-03-31 00:05:18,Entregue,1598.64
3479,12256,8773,2023-06-15 07:44:47,Processando,3211.41
3480,16577,17950,2024-06-19 06:18:42,Enviado,2703.46
3481,7309,9347,2025-04-28 16:55:04,Processando,4138.39
3482,19469,11660,2024-07-30 12:45:51,Processando,8264.52
3483,17751,14129,2024-09-27 05:20:17,Cancelado,322.11
3484,6544,13547,2024-05-07 23:03:32,Enviado,1418.7
3485,679,4848,2024-06-06 21:39:42,Cancelado,5817.75
3486,4459,16267,2024-04-20 05:10:34,Enviado,1374.69
3487,2787,2356,2023-06-16 08:19:44,Entregue,2246.79
3488,19142,9682,2024-05-25 18:40:38,Cancelado,3575.16
3489,8960,9406,2024-07-23 15:00:51,Processando,2514.5
3490,13118,2634,2025-06-10 14:23:11,Enviado,3813.07
3491,6453,18495,2023-11-09 08:02:36,Entregue,1431.16
3492,3353,18405,2024-12-22 00:06:40,Cancelado,1628.58
3493,7506,5347,2024-02-13 15:58:42,Cancelado,3279.96
3494,5314,7515,2024-03-11 07:12:53,Processando,1372.96
3495,2104,10250,2023-09-28 09:41:14,Enviado,2121.95
3496,6856,693,2024-03-19 22:49:00,Cancelado,605.28
3497,18040,2617,2025-03-12 18:57:09,Cancelado,2785.09
3498,18298,15596,2024-10-03 11:02:41,Entregue,6875.88
3499,18453,15920,2025-02-20 05:30:40,Processando,1456.42
3500,959,1149,2025-04-12 09:11:59,Cancelado,415.22
3501,19894,9377,2023-12-06 06:15:01,Processando,2751.66
3502,15286,17260,2024-10-27 19:30:27,Entregue,5827.71
3503,18531,6660,2025-01-06 23:51:02,Enviado,8427.65
3504,2489,11557,2024-06-19 18:19:36,Entregue,3157.51
3505,15962,10664,2025-03-08 02:46:47,Enviado,2266.49
3506,7543,3679,2025-04-23 06:13:33,Processando,2475.77
3507,15624,9774,2024-10-17 15:37:37,Cancelado,5344.47
3508,10063,15851,2025-05-30 23:25:29,Cancelado,4505.95
3509,8831,14638,2024-04-12 13:33:39,Enviado,2637.01
3510,10354,1686,2025-01-24 10:53:15,Entregue,7401.45
3511,15751,9261,2024-03-10 08:51:01,Processando,3007.27
3512,14919,15693,2024-05-18 23:44:15,Cancelado,7927.35
3513,11600,10263,2025-04-09 05:36:51,Enviado,2552.59
3514,1549,19633,2024-07-14 13:45:01,Entregue,3742.33
3515,8929,4821,2024-05-31 18:07:42,Entregue,2291.38
3516,9735,5671,2025-01-21 04:12:57,Cancelado,5155.42
3517,8538,3118,2024-06-23 04:58:34,Enviado,3895.11
3518,13649,19203,2024-10-15 08:55:08,Entregue,223.8
3519,777,11138,2024-06-08 22:36:50,Cancelado,2789.95
3520,1343,5575,2023-12-15 05:42:34,Entregue,4942.44
3521,11771,557,2025-05-18 01:27:59,Entregue,2863.38
3522,3735,4446,2024-05-05 21:30:20,Entregue,5503.0
3523,12241,18258,2023-09-22 02:24:15,Enviado,3733.29
3524,19665,14160,2024-07-16 11:29:00,Processando,2436.42
3525,10327,18589,2025-01-27 16:14:33,Cancelado,2832.59
3526,17804,1687,2024-11-06 10:16:09,Processando,2850.27
3527,6812,5517,2024-05-11 01:40:09,Processando,2454.84
3528,8051,17091,2023-10-20 07:59:18,Processando,4562.23
3529,8901,472,2024-01-12 18:51:55,Processando,3554.62
3530,6814,4503,2023-07-28 16:24:38,Processando,4132.95
3531,10394,6386,2023-12-29 06:53:32,Cancelado,4599.26
3532,6759,4488,2023-09-11 01:20:18,Processando,1835.52
3533,136,18178,2024-11-18 11:11:20,Enviado,7781.15
3534,18143,13765,2025-03-26 05:01:34,Cancelado,1029.66
3535,9070,16669,2024-03-22 21:20:13,Entregue,3312.26
3536,10241,8122,2024-09-20 05:25:21,Cancelado,1943.94
3537,3549,5695,2025-04-16 13:16:31,Entregue,8192.89
3538,9888,1414,2024-11-08 20:01:58,Cancelado,4670.05
3539,13583,11343,2024-03-25 19:08:47,Cancelado,968.34
3540,4592,16450,2023-11-27 04:50:25,Processando,2797.13
3541,13199,14276,2023-11-20 19:37:11,Entregue,5277.42
3542,17095,9677,2024-08-06 00:13:22,Cancelado,3826.67
3543,3946,2676,2024-11-17 14:57:39,Processando,615.47
3544,7070,1159,2024-10-30 12:58:14,Processando,4485.34
3545,5144,14624,2023-10-14 04:02:56,Processando,7939.31
3546,9882,17350,2024-08-06 16:27:21,Processando,1633.54
3547,19241,19276,2023-08-31 04:56:17,Entregue,3094.35
3548,1739,912,2024-05-11 06:13:03,Processando,3353.81
3549,1188,2891,2024-04-03 02:42:53,Cancelado,798.14
3550,4688,7557,2023-07-27 22:11:42,Enviado,2028.9
3551,14788,12222,2024-08-18 21:15:27,Enviado,2103.52
3552,16844,752,2025-04-11 09:29:30,Processando,680.61
3553,12763,855,2025-02-10 12:55:53,Cancelado,5299.39
3554,287,19864,2025-04-26 18:39:38,Processando,3548.32
3555,13801,8886,2023-09-23 12:30:25,Cancelado,933.03
3556,1494,12999,2024-07-16 21:19:26,Entregue,4649.71
