payment_id,order_id,payment_method,payment_status,payment_date
3959,3959,Cartão de Crédito,Pendente,2024-10-16 02:59:30
3960,3960,Cartão de Crédito,Pendente,2023-09-14 11:35:42
3961,3961,Pix,Pendente,2023-07-31 04:04:51
3962,3962,Cartão de Crédito,Aprovado,2023-11-09 03:34:18
3963,3963,Pix,Pendente,2023-11-18 22:29:17
3964,3964,Pix,Aprovado,2023-07-29 07:56:58
3965,3965,Boleto,Pendente,2025-03-28 01:07:08
3966,3966,Boleto,Aprovado,2024-06-01 09:57:36
3967,3967,Boleto,Recusado,2023-11-04 00:52:16
3968,3968,Cartão de Crédito,Recusado,2024-07-04 02:20:37
3969,3969,Boleto,Pendente,2024-11-22 16:27:51
3970,3970,Cartão de Crédito,Recusado,2024-03-15 08:24:48
3971,3971,Cartão de Crédito,Aprovado,2024-04-14 05:56:03
3972,3972,Boleto,Pendente,2025-01-09 08:55:21
3973,3973,Boleto,Pendente,2025-02-23 03:41:31
3974,3974,Pix,Aprovado,2024-10-12 06:36:17
3975,3975,Boleto,Aprovado,2025-03-03 03:08:59
3976,3976,Pix,Aprovado,2024-02-11 23:09:32
3977,3977,Cartão de Crédito,Pendente,2024-06-21 02:31:58
3978,3978,Boleto,Aprovado,2024-10-22 10:24:06
3979,3979,Pix,Aprovado,2024-01-14 12:20:00
3980,3980,Cartão de Crédito,Recusado,2024-01-15 11:59:27
3981,3981,Pix,Aprovado,2024-12-31 08:14:16
3982,3982,Boleto,Pendente,2023-08-10 12:21:40
3983,3983,Cartão de Crédito,Pendente,2024-01-30 20:58:20
3984,3984,Boleto,Recusado,2025-05-02 17:11:17
3985,3985,Cartão de Crédito,Aprovado,2024-03-29 10:17:55
3986,3986,Cartão de Crédito,Pendente,2024-12-26 12:43:58
3987,3987,Pix,Pendente,2024-11-08 04:34:52
3988,3988,Cartão de Crédito,Aprovado,2023-08-21 13:45:54
3989,3989,Cartão de Crédito,Pendente,2023-10-01 10:39:59
3990,3990,Pix,Recusado,2024-07-02 23:41:05
3991,3991,Boleto,Pendente,2024-04-06 17:26:16
3992,3992,Pix,Recusado,2024-06-27 18:59:53
3993,3993,Cartão de Crédito,Aprovado,2025-05-30 20:50:19
3994,3994,Pix,Pendente,2023-07-11 01:41:17
3995,3995,Cartão de Crédito,Recusado,2023-09-13 17:18:51
3996,3996,Cartão de Crédito,Recusado,2024-12-23 06:17:13
3997,3997,Pix,Recusado,2024-06-02 02:13:33
3998,3998,Pix,Recusado,2023-12-19 03:55:24
3999,3999,Boleto,Recusado,2024-02-09 23:50:01
4000,4000,Boleto,Aprovado,2025-02-21 19:25:58
4001,4001,Pix,Recusado,2024-03-30 20:03:24
4002,4002,Boleto,Recusado,2023-07-03 14:05:14
4003,4003,Boleto,Aprovado,2023-10-24 06:00:00
4004,4004,Pix,Aprovado,2024-05-28 15:40:34
4005,4005,Cartão de Crédito,Pendente,2023-09-17 19:10:36
4006,4006,Cartão de Crédito,Pendente,2025-01-31 00:07:57
4007,4007,Pix,Aprovado,2023-07-23 07:43:59
4008,4008,Pix,Pendente,2024-01-04 09:26:29
4009,4009,Pix,Aprovado,2023-11-10 01:55:25
4010,4010,Cartão de Crédito,Pendente,2025-01-15 16:39:17
4011,4011,Cartão de Crédito,Aprovado,2025-05-02 06:22:47
4012,4012,Pix,Pendente,2025-01-06 00:37:05
4013,4013,Boleto,Recusado,2023-08-12 06:47:38
4014,4014,Boleto,Recusado,2025-01-04 20:54:03
4015,4015,Cartão de Crédito,Recusado,2023-09-27 02:53:49
4016,4016,Boleto,Aprovado,2025-03-09 00:13:31
4017,4017,Pix,Aprovado,2023-06-12 16:24:36
4018,4018,Boleto,Pendente,2023-06-21 06:18:12
4019,4019,Cartão de Crédito,Aprovado,2024-01-15 06:16:41
4020,4020,Boleto,Aprovado,2024-01-17 05:07:18
4021,4021,Boleto,Pendente,2023-08-17 03:04:35
4022,4022,Boleto,Recusado,2024-06-11 17:57:04
4023,4023,Pix,Recusado,2023-12-09 01:54:50
4024,4024,Cartão de Crédito,Recusado,2024-05-01 01:17:34
4025,4025,Pix,Recusado,2024-07-26 20:53:10
4026,4026,Cartão de Crédito,Aprovado,2023-10-28 09:43:40
4027,4027,Pix,Pendente,2023-12-29 11:25:05
4028,4028,Cartão de Crédito,Pendente,2024-06-17 05:31:06
4029,4029,Cartão de Crédito,Pendente,2024-12-15 17:46:37
4030,4030,Cartão de Crédito,Aprovado,2024-10-01 03:03:25
4031,4031,Cartão de Crédito,Pendente,2024-01-08 20:21:21
4032,4032,Pix,Recusado,2024-11-27 23:56:59
4033,4033,Pix,Pendente,2025-05-06 15:57:06
4034,4034,Boleto,Recusado,2024-11-02 22:24:08
4035,4035,Cartão de Crédito,Recusado,2025-01-24 08:30:28
4036,4036,Cartão de Crédito,Pendente,2025-03-09 12:57:50
4037,4037,Cartão de Crédito,Pendente,2024-03-13 06:36:06
4038,4038,Boleto,Recusado,2023-12-11 00:52:11
4039,4039,Pix,Recusado,2024-09-19 21:27:30
4040,4040,Cartão de Crédito,Pendente,2023-09-18 04:54:35
4041,4041,Boleto,Recusado,2023-12-26 07:06:00
4042,4042,Boleto,Aprovado,2024-03-31 13:37:13
4043,4043,Cartão de Crédito,Aprovado,2024-02-26 21:50:13
4044,4044,Cartão de Crédito,Pendente,2023-06-15 10:00:20
4045,4045,Cartão de Crédito,Recusado,2024-09-22 01:59:13
4046,4046,Cartão de Crédito,Recusado,2024-03-29 09:44:10
4047,4047,Cartão de Crédito,Recusado,2025-05-10 20:59:33
4048,4048,Boleto,Recusado,2023-10-16 16:40:10
4049,4049,Pix,Aprovado,2024-07-02 09:12:53
4050,4050,Cartão de Crédito,Aprovado,2024-07-04 23:43:14
4051,4051,Pix,Pendente,2024-08-26 17:23:34
4052,4052,Cartão de Crédito,Pendente,2024-09-26 20:21:20
4053,4053,Pix,Recusado,2025-02-13 11:11:15
4054,4054,Cartão de Crédito,Aprovado,2023-11-12 11:04:19
4055,4055,Boleto,Recusado,2023-11-01 22:34:15
4056,4056,Cartão de Crédito,Pendente,2024-04-25 03:17:22
4057,4057,Boleto,Pendente,2023-08-08 00:30:19
4058,4058,Boleto,Aprovado,2024-08-10 23:39:18
4059,4059,Cartão de Crédito,Aprovado,2023-06-17 12:23:59
4060,4060,Pix,Aprovado,2023-08-03 15:52:18
4061,4061,Cartão de Crédito,Aprovado,2025-01-24 08:57:54
4062,4062,Boleto,Aprovado,2025-02-13 04:50:27
4063,4063,Cartão de Crédito,Aprovado,2023-11-26 19:58:54
4064,4064,Pix,Recusado,2023-09-20 07:20:01
4065,4065,Pix,Pendente,2024-09-19 11:31:38
4066,4066,Cartão de Crédito,Recusado,2023-09-24 01:01:46
4067,4067,Cartão de Crédito,Aprovado,2024-05-28 18:56:55
4068,4068,Pix,Recusado,2025-02-12 18:34:20
4069,4069,Cartão de Crédito,Aprovado,2023-07-21 14:13:31
4070,4070,Cartão de Crédito,Aprovado,2024-11-04 01:17:34
4071,4071,Boleto,Pendente,2024-04-12 14:59:03
4072,4072,Pix,Pendente,2024-01-02 16:21:10
4073,4073,Cartão de Crédito,Recusado,2024-03-16 19:20:01
4074,4074,Cartão de Crédito,Recusado,2024-04-02 02:03:10
4075,4075,Pix,Recusado,2025-02-17 08:39:36
4076,4076,Pix,Pendente,2023-12-22 09:00:27
4077,4077,Pix,Aprovado,2024-03-10 23:08:14
4078,4078,Cartão de Crédito,Recusado,2023-11-24 22:03:42
4079,4079,Pix,Aprovado,2024-02-10 00:53:15
4080,4080,Pix,Aprovado,2023-06-15 18:49:18
4081,4081,Pix,Recusado,2023-11-21 10:10:00
4082,4082,Boleto,Pendente,2024-09-23 06:06:55
4083,4083,Cartão de Crédito,Pendente,2023-10-28 03:43:05
4084,4084,Pix,Pendente,2023-11-02 21:48:38
4085,4085,Boleto,Aprovado,2024-07-23 20:50:56
4086,4086,Cartão de Crédito,Recusado,2023-10-09 10:01:39
4087,4087,Boleto,Pendente,2023-12-03 08:35:25
4088,4088,Cartão de Crédito,Aprovado,2024-09-04 22:21:33
4089,4089,Boleto,Recusado,2024-07-10 09:31:21
4090,4090,Cartão de Crédito,Recusado,2023-11-18 09:38:46
4091,4091,Boleto,Recusado,2023-10-15 20:00:47
4092,4092,Pix,Aprovado,2025-04-30 18:29:09
4093,4093,Cartão de Crédito,Pendente,2024-09-28 20:22:06
4094,4094,Boleto,Recusado,2023-07-07 02:53:38
4095,4095,Pix,Aprovado,2024-10-26 12:39:06
4096,4096,Pix,Recusado,2025-05-23 03:04:11
4097,4097,Boleto,Aprovado,2024-06-01 06:25:42
4098,4098,Boleto,Aprovado,2023-12-21 03:57:19
4099,4099,Pix,Pendente,2024-07-21 01:24:41
4100,4100,Pix,Aprovado,2023-06-14 12:45:00
4101,4101,Cartão de Crédito,Recusado,2025-03-03 10:43:31
4102,4102,Pix,Pendente,2023-08-28 17:44:18
4103,4103,Cartão de Crédito,Recusado,2024-03-05 04:06:53
4104,4104,Boleto,Recusado,2024-12-06 02:31:20
4105,4105,Pix,Aprovado,2024-12-08 22:32:32
4106,4106,Pix,Aprovado,2025-06-05 12:51:45
4107,4107,Pix,Aprovado,2023-08-13 14:42:23
4108,4108,Boleto,Recusado,2024-12-01 01:34:34
4109,4109,Pix,Aprovado,2025-05-09 21:34:26
4110,4110,Pix,Pendente,2025-02-02 04:24:27
4111,4111,Pix,Aprovado,2024-03-10 10:31:09
4112,4112,Pix,Aprovado,2024-10-18 08:01:53
4113,4113,Pix,Recusado,2024-11-30 04:03:07
4114,4114,Boleto,Recusado,2024-11-27 11:30:20
4115,4115,Pix,Pendente,2024-04-22 14:13:08
4116,4116,Cartão de Crédito,Recusado,2024-02-11 20:24:09
4117,4117,Cartão de Crédito,Aprovado,2024-07-24 17:23:22
4118,4118,Boleto,Recusado,2025-04-28 00:03:44
4119,4119,Cartão de Crédito,Recusado,2024-07-29 06:19:38
4120,4120,Boleto,Recusado,2024-04-26 06:21:39
4121,4121,Pix,Recusado,2024-09-23 19:27:18
4122,4122,Pix,Pendente,2025-01-10 23:07:08
4123,4123,Cartão de Crédito,Pendente,2024-08-15 03:10:03
4124,4124,Pix,Aprovado,2024-07-30 11:30:56
4125,4125,Cartão de Crédito,Pendente,2025-06-02 02:57:11
4126,4126,Pix,Recusado,2023-10-14 05:36:50
4127,4127,Pix,Pendente,2025-02-11 05:49:30
4128,4128,Pix,Recusado,2023-11-09 15:12:13
4129,4129,Boleto,Aprovado,2024-06-17 12:44:13
4130,4130,Pix,Aprovado,2025-01-31 17:24:11
4131,4131,Boleto,Pendente,2025-02-10 20:08:06
4132,4132,Boleto,Pendente,2024-01-25 20:07:06
4133,4133,Cartão de Crédito,Aprovado,2024-10-24 09:32:41
4134,4134,Boleto,Recusado,2024-04-15 19:21:05
4135,4135,Pix,Aprovado,2025-01-09 13:49:51
4136,4136,Pix,Aprovado,2025-04-28 00:48:30
4137,4137,Pix,Aprovado,2025-05-26 20:12:20
4138,4138,Cartão de Crédito,Aprovado,2025-05-12 00:01:56
4139,4139,Cartão de Crédito,Pendente,2023-08-19 03:36:28
4140,4140,Boleto,Aprovado,2024-07-16 14:37:55
4141,4141,Pix,Aprovado,2024-08-08 21:24:13
4142,4142,Pix,Recusado,2023-06-27 22:23:27
4143,4143,Pix,Recusado,2024-05-10 08:39:38
4144,4144,Cartão de Crédito,Pendente,2023-12-13 01:04:42
4145,4145,Pix,Pendente,2024-03-03 20:28:34
4146,4146,Cartão de Crédito,Aprovado,2024-05-16 05:08:14
4147,4147,Pix,Aprovado,2025-04-15 06:43:48
4148,4148,Pix,Pendente,2024-02-04 05:19:26
4149,4149,Boleto,Pendente,2023-11-24 11:21:34
4150,4150,Cartão de Crédito,Aprovado,2025-02-12 17:25:10
4151,4151,Pix,Aprovado,2024-07-09 02:06:13
4152,4152,Pix,Pendente,2024-02-27 11:18:25
4153,4153,Pix,Recusado,2024-03-16 14:38:26
4154,4154,Cartão de Crédito,Aprovado,2023-09-02 13:23:35
4155,4155,Pix,Pendente,2024-09-21 19:34:15
4156,4156,Boleto,Recusado,2025-04-05 23:46:44
4157,4157,Pix,Aprovado,2023-07-16 23:12:25
4158,4158,Pix,Pendente,2024-12-03 21:59:08
4159,4159,Boleto,Aprovado,2025-04-18 07:04:14
4160,4160,Boleto,Recusado,2023-06-20 00:10:26
4161,4161,Cartão de Crédito,Pendente,2023-11-18 13:58:22
4162,4162,Cartão de Crédito,Pendente,2023-08-24 17:22:35
4163,4163,Boleto,Recusado,2024-06-16 14:25:07
4164,4164,Pix,Pendente,2023-07-26 22:05:54
4165,4165,Cartão de Crédito,Aprovado,2024-11-27 00:50:37
4166,4166,Boleto,Recusado,2024-12-13 06:35:01
4167,4167,Cartão de Crédito,Pendente,2024-09-02 12:17:22
4168,4168,Pix,Pendente,2024-08-05 22:46:21
4169,4169,Cartão de Crédito,Pendente,2025-03-20 10:40:08
4170,4170,Pix,Pendente,2023-12-10 17:16:24
4171,4171,Cartão de Crédito,Recusado,2023-10-13 23:44:49
4172,4172,Pix,Recusado,2024-04-01 21:56:53
4173,4173,Pix,Aprovado,2023-07-03 16:57:55
4174,4174,Boleto,Aprovado,2024-11-15 23:42:52
4175,4175,Pix,Aprovado,2023-07-04 22:16:37
4176,4176,Pix,Recusado,2024-10-10 19:49:32
4177,4177,Pix,Pendente,2025-05-21 04:33:49
4178,4178,Cartão de Crédito,Recusado,2024-11-16 08:57:47
4179,4179,Pix,Pendente,2023-07-30 16:46:27
4180,4180,Pix,Pendente,2024-06-04 17:55:57
4181,4181,Cartão de Crédito,Pendente,2023-07-09 15:30:34
4182,4182,Pix,Pendente,2025-04-03 10:08:06
4183,4183,Boleto,Recusado,2023-09-16 09:55:05
4184,4184,Cartão de Crédito,Aprovado,2023-11-17 15:23:21
4185,4185,Pix,Recusado,2023-10-01 10:17:25
4186,4186,Cartão de Crédito,Pendente,2025-05-06 12:43:54
4187,4187,Boleto,Recusado,2024-05-31 05:24:49
4188,4188,Boleto,Pendente,2024-09-27 12:00:23
4189,4189,Boleto,Pendente,2024-09-16 14:57:07
4190,4190,Cartão de Crédito,Pendente,2025-05-14 12:12:14
4191,4191,Pix,Recusado,2024-04-04 04:15:54
4192,4192,Pix,Aprovado,2024-03-24 05:08:46
4193,4193,Boleto,Aprovado,2024-07-11 00:51:37
4194,4194,Pix,Recusado,2023-07-25 08:41:21
4195,4195,Pix,Aprovado,2025-05-15 01:34:55
4196,4196,Cartão de Crédito,Pendente,2023-12-27 06:04:23
4197,4197,Cartão de Crédito,Recusado,2025-03-25 18:14:03
4198,4198,Pix,Pendente,2024-05-05 08:42:44
4199,4199,Cartão de Crédito,Pendente,2024-08-28 10:05:46
4200,4200,Pix,Recusado,2025-02-02 06:21:32
4201,4201,Cartão de Crédito,Recusado,2025-04-25 23:59:53
4202,4202,Cartão de Crédito,Recusado,2023-07-14 23:08:46
4203,4203,Boleto,Recusado,2024-10-27 21:28:30
4204,4204,Cartão de Crédito,Aprovado,2024-11-20 04:19:23
4205,4205,Boleto,Recusado,2023-10-11 19:52:34
4206,4206,Pix,Pendente,2024-12-15 19:44:11
4207,4207,Pix,Pendente,2025-04-11 18:12:25
4208,4208,Boleto,Pendente,2024-09-05 21:37:39
4209,4209,Cartão de Crédito,Aprovado,2024-08-26 05:31:06
4210,4210,Cartão de Crédito,Aprovado,2023-11-18 17:30:02
4211,4211,Cartão de Crédito,Aprovado,2023-09-17 11:23:11
4212,4212,Cartão de Crédito,Aprovado,2024-03-23 05:26:02
4213,4213,Pix,Aprovado,2024-03-21 16:44:00
4214,4214,Boleto,Pendente,2023-09-18 09:12:36
4215,4215,Boleto,Recusado,2023-12-16 09:03:39
4216,4216,Boleto,Pendente,2025-06-11 10:04:19
4217,4217,Cartão de Crédito,Pendente,2024-07-28 05:56:04
4218,4218,Cartão de Crédito,Pendente,2024-10-06 07:24:51
4219,4219,Cartão de Crédito,Recusado,2024-07-29 10:33:05
4220,4220,Boleto,Pendente,2024-09-06 12:41:34
4221,4221,Cartão de Crédito,Pendente,2024-03-02 20:51:34
4222,4222,Boleto,Aprovado,2024-11-05 20:38:21
4223,4223,Cartão de Crédito,Recusado,2023-12-15 08:33:06
4224,4224,Cartão de Crédito,Aprovado,2024-01-26 09:46:16
4225,4225,Pix,Recusado,2023-10-24 06:43:52
4226,4226,Boleto,Aprovado,2024-04-08 08:11:41
4227,4227,Cartão de Crédito,Recusado,2023-12-08 02:50:56
4228,4228,Cartão de Crédito,Aprovado,2024-01-12 08:30:33
4229,4229,Cartão de Crédito,Aprovado,2024-04-25 09:36:20
4230,4230,Cartão de Crédito,Pendente,2025-02-11 17:32:51
4231,4231,Cartão de Crédito,Pendente,2025-01-13 19:37:08
4232,4232,Boleto,Pendente,2023-12-21 02:59:40
4233,4233,Pix,Recusado,2024-03-04 02:36:30
4234,4234,Boleto,Recusado,2024-12-19 04:50:59
4235,4235,Boleto,Pendente,2024-06-30 14:36:40
4236,4236,Cartão de Crédito,Aprovado,2025-05-28 20:32:01
4237,4237,Boleto,Aprovado,2025-01-05 21:55:31
4238,4238,Boleto,Pendente,2024-06-29 16:44:53
4239,4239,Boleto,Aprovado,2024-03-07 06:16:08
4240,4240,Cartão de Crédito,Pendente,2023-09-26 21:43:48
4241,4241,Cartão de Crédito,Recusado,2024-06-07 10:25:39
4242,4242,Boleto,Recusado,2025-01-15 08:43:01
4243,4243,Boleto,Recusado,2024-06-10 10:28:43
4244,4244,Pix,Aprovado,2024-04-15 20:32:02
4245,4245,Boleto,Aprovado,2023-11-27 04:37:27
4246,4246,Cartão de Crédito,Recusado,2025-05-05 15:44:10
4247,4247,Pix,Pendente,2023-07-04 11:48:52
4248,4248,Cartão de Crédito,Aprovado,2023-09-04 04:46:20
4249,4249,Cartão de Crédito,Recusado,2024-06-19 07:08:57
4250,4250,Pix,Pendente,2024-06-24 05:55:09
4251,4251,Boleto,Recusado,2025-04-25 14:14:08
4252,4252,Cartão de Crédito,Recusado,2023-07-28 18:56:45
4253,4253,Cartão de Crédito,Aprovado,2023-08-15 20:58:05
4254,4254,Boleto,Pendente,2025-01-31 11:31:42
4255,4255,Boleto,Recusado,2024-04-12 00:18:57
4256,4256,Pix,Recusado,2023-07-14 05:02:00
4257,4257,Cartão de Crédito,Aprovado,2024-05-05 07:28:34
4258,4258,Boleto,Pendente,2025-01-31 14:15:34
4259,4259,Boleto,Recusado,2024-12-04 01:43:53
4260,4260,Cartão de Crédito,Aprovado,2025-02-25 02:41:13
4261,4261,Cartão de Crédito,Aprovado,2024-06-06 08:16:03
4262,4262,Cartão de Crédito,Recusado,2024-02-12 21:28:34
4263,4263,Cartão de Crédito,Pendente,2024-10-28 11:53:30
4264,4264,Pix,Pendente,2023-09-04 13:02:42
4265,4265,Cartão de Crédito,Aprovado,2023-12-08 02:11:01
4266,4266,Cartão de Crédito,Aprovado,2024-02-14 19:18:50
4267,4267,Cartão de Crédito,Aprovado,2025-01-29 12:13:26
4268,4268,Pix,Recusado,2024-11-13 09:43:35
4269,4269,Pix,Aprovado,2024-03-02 01:17:22
4270,4270,Boleto,Pendente,2024-01-20 07:05:43
4271,4271,Cartão de Crédito,Recusado,2023-09-20 21:10:04
4272,4272,Pix,Aprovado,2024-11-17 00:50:43
4273,4273,Boleto,Pendente,2023-08-05 10:35:32
4274,4274,Cartão de Crédito,Recusado,2023-11-03 15:14:16
4275,4275,Cartão de Crédito,Pendente,2024-03-07 05:24:20
4276,4276,Pix,Pendente,2024-11-14 17:44:00
4277,4277,Pix,Aprovado,2024-02-18 08:03:30
4278,4278,Cartão de Crédito,Pendente,2025-01-26 20:35:46
4279,4279,Pix,Aprovado,2024-10-23 02:10:28
4280,4280,Boleto,Pendente,2025-04-26 19:09:20
4281,4281,Pix,Aprovado,2024-10-05 12:38:59
4282,4282,Pix,Recusado,2025-03-05 12:50:12
4283,4283,Boleto,Pendente,2025-03-20 13:18:20
4284,4284,Boleto,Recusado,2025-05-31 23:25:48
4285,4285,Boleto,Recusado,2025-04-05 07:12:09
4286,4286,Boleto,Recusado,2025-04-05 08:11:21
4287,4287,Cartão de Crédito,Recusado,2024-06-03 07:20:42
4288,4288,Cartão de Crédito,Aprovado,2025-04-12 22:23:20
4289,4289,Boleto,Recusado,2024-11-30 07:05:22
4290,4290,Pix,Pendente,2023-10-20 06:30:28
4291,4291,Pix,Recusado,2024-11-05 18:26:16
4292,4292,Boleto,Pendente,2024-12-09 04:12:14
4293,4293,Cartão de Crédito,Recusado,2023-10-04 00:18:56
4294,4294,Boleto,Recusado,2025-02-17 17:43:00
4295,4295,Pix,Pendente,2024-02-04 20:26:36
4296,4296,Boleto,Aprovado,2024-12-04 07:38:07
4297,4297,Boleto,Recusado,2025-03-28 00:41:24
4298,4298,Cartão de Crédito,Pendente,2024-09-07 20:27:46
4299,4299,Cartão de Crédito,Pendente,2024-02-04 07:32:53
4300,4300,Pix,Aprovado,2023-11-12 02:12:33
4301,4301,Cartão de Crédito,Aprovado,2024-04-06 06:48:59
4302,4302,Boleto,Aprovado,2025-05-06 18:13:52
4303,4303,Boleto,Aprovado,2025-01-06 07:05:58
4304,4304,Cartão de Crédito,Recusado,2024-04-01 21:04:04
4305,4305,Cartão de Crédito,Aprovado,2024-10-12 08:15:44
4306,4306,Boleto,Pendente,2023-10-03 05:06:01
4307,4307,Pix,Recusado,2024-12-26 10:37:57
4308,4308,Boleto,Pendente,2024-09-26 04:35:00
4309,4309,Boleto,Pendente,2024-03-26 13:16:35
4310,4310,Cartão de Crédito,Aprovado,2024-04-04 06:41:18
4311,4311,Boleto,Pendente,2024-07-14 08:09:18
4312,4312,Pix,Pendente,2025-02-18 00:16:02
4313,4313,Boleto,Aprovado,2024-07-06 19:12:07
4314,4314,Cartão de Crédito,Aprovado,2024-04-20 14:31:26
4315,4315,Cartão de Crédito,Recusado,2024-11-28 06:50:44
4316,4316,Cartão de Crédito,Aprovado,2024-11-23 21:16:21
4317,4317,Boleto,Recusado,2024-11-06 01:36:31
4318,4318,Pix,Recusado,2024-07-15 09:21:19
4319,4319,Cartão de Crédito,Recusado,2025-04-08 06:45:16
4320,4320,Pix,Aprovado,2023-08-09 09:04:31
4321,4321,Pix,Pendente,2023-09-20 21:11:05
4322,4322,Boleto,Recusado,2025-01-13 09:45:58
4323,4323,Cartão de Crédito,Recusado,2024-05-18 14:03:24
4324,4324,Pix,Recusado,2023-12-06 00:21:07
4325,4325,Boleto,Recusado,2023-08-08 08:07:34
4326,4326,Boleto,Recusado,2025-05-15 09:57:26
4327,4327,Cartão de Crédito,Recusado,2024-11-13 17:12:04
4328,4328,Pix,Pendente,2024-11-17 19:57:58
4329,4329,Pix,Recusado,2023-12-28 12:26:21
4330,4330,Boleto,Aprovado,2025-01-17 20:51:09
4331,4331,Boleto,Recusado,2023-09-28 11:50:09
4332,4332,Pix,Pendente,2024-08-14 17:57:35
4333,4333,Cartão de Crédito,Aprovado,2024-04-27 17:21:23
4334,4334,Boleto,Aprovado,2024-08-14 00:17:28
4335,4335,Cartão de Crédito,Pendente,2023-07-18 05:34:41
4336,4336,Pix,Aprovado,2023-10-19 15:51:37
4337,4337,Cartão de Crédito,Pendente,2023-07-02 02:20:13
4338,4338,Cartão de Crédito,Recusado,2024-02-23 21:04:55
4339,4339,Pix,Pendente,2025-05-11 01:10:02
4340,4340,Pix,Aprovado,2023-07-28 08:28:30
4341,4341,Boleto,Pendente,2024-06-12 17:54:01
4342,4342,Boleto,Recusado,2023-12-27 03:45:00
4343,4343,Boleto,Pendente,2024-11-03 03:50:05
4344,4344,Cartão de Crédito,Aprovado,2025-05-27 15:15:26
4345,4345,Pix,Pendente,2024-11-30 09:21:50
4346,4346,Cartão de Crédito,Recusado,2024-01-11 15:07:53
4347,4347,Boleto,Aprovado,2024-01-01 20:51:58
4348,4348,Cartão de Crédito,Recusado,2024-09-14 01:04:34
4349,4349,Pix,Recusado,2025-02-27 02:17:57
4350,4350,Pix,Recusado,2025-03-14 04:08:01
4351,4351,Boleto,Pendente,2023-06-17 02:13:04
4352,4352,Cartão de Crédito,Aprovado,2024-02-22 21:17:55
4353,4353,Pix,Recusado,2025-03-19 15:46:32
4354,4354,Boleto,Recusado,2025-03-27 02:58:40
4355,4355,Cartão de Crédito,Pendente,2023-09-24 22:03:11
4356,4356,Boleto,Pendente,2024-09-22 00:09:36
4357,4357,Boleto,Aprovado,2024-05-10 01:38:03
4358,4358,Pix,Pendente,2025-01-11 04:47:56
4359,4359,Pix,Pendente,2024-01-05 19:49:24
4360,4360,Pix,Recusado,2025-03-27 03:24:46
4361,4361,Pix,Aprovado,2024-04-26 04:49:19
4362,4362,Cartão de Crédito,Aprovado,2024-11-03 02:24:24
4363,4363,Pix,Recusado,2023-12-12 11:02:15
4364,4364,Boleto,Aprovado,2025-04-19 15:12:11
4365,4365,Pix,Aprovado,2023-09-13 15:13:37
4366,4366,Pix,Pendente,2024-02-22 05:36:38
4367,4367,Pix,Aprovado,2024-06-13 17:34:36
4368,4368,Boleto,Pendente,2025-03-07 23:53:43
4369,4369,Boleto,Aprovado,2024-04-25 19:27:39
4370,4370,Cartão de Crédito,Aprovado,2023-10-31 06:30:12
4371,4371,Cartão de Crédito,Recusado,2023-08-18 03:34:41
4372,4372,Cartão de Crédito,Pendente,2024-12-18 23:03:12
4373,4373,Boleto,Pendente,2024-01-13 18:18:28
4374,4374,Pix,Recusado,2023-09-23 06:50:32
4375,4375,Cartão de Crédito,Recusado,2025-05-02 18:44:41
4376,4376,Pix,Recusado,2025-06-07 09:44:39
4377,4377,Pix,Recusado,2023-07-07 03:15:22
4378,4378,Cartão de Crédito,Aprovado,2024-10-15 07:38:17
4379,4379,Boleto,Aprovado,2024-09-12 08:54:18
4380,4380,Pix,Pendente,2025-02-05 08:52:58
4381,4381,Boleto,Aprovado,2025-02-07 17:14:02
4382,4382,Cartão de Crédito,Recusado,2024-07-29 09:24:05
4383,4383,Cartão de Crédito,Recusado,2025-04-21 19:34:16
4384,4384,Pix,Aprovado,2023-10-31 22:45:06
4385,4385,Pix,Aprovado,2023-10-09 04:03:27
4386,4386,Cartão de Crédito,Recusado,2023-10-25 14:11:44
4387,4387,Pix,Aprovado,2023-12-16 23:15:45
4388,4388,Cartão de Crédito,Pendente,2025-01-24 09:44:51
4389,4389,Cartão de Crédito,Pendente,2025-01-13 20:46:15
4390,4390,Pix,Recusado,2024-12-15 22:38:54
4391,4391,Pix,Aprovado,2024-11-10 11:52:58
4392,4392,Pix,Aprovado,2024-03-11 02:11:21
4393,4393,Boleto,Aprovado,2023-12-29 08:31:55
4394,4394,Cartão de Crédito,Recusado,2024-09-06 05:41:19
4395,4395,Boleto,Pendente,2025-03-24 06:49:35
4396,4396,Cartão de Crédito,Aprovado,2023-10-16 21:52:22
4397,4397,Cartão de Crédito,Recusado,2023-11-19 11:30:04
4398,4398,Pix,Recusado,2025-01-15 03:21:43
4399,4399,Cartão de Crédito,Aprovado,2025-01-14 00:04:28
4400,4400,Cartão de Crédito,Pendente,2025-06-10 04:35:15
4401,4401,Cartão de Crédito,Aprovado,2025-02-21 13:50:50
4402,4402,Cartão de Crédito,Aprovado,2024-12-02 21:41:00
4403,4403,Pix,Recusado,2024-06-05 20:21:49
4404,4404,Cartão de Crédito,Aprovado,2024-11-24 02:20:54
4405,4405,Cartão de Crédito,Aprovado,2023-11-19 10:38:39
4406,4406,Pix,Aprovado,2023-08-15 06:55:39
4407,4407,Boleto,Pendente,2025-02-25 12:43:23
4408,4408,Boleto,Pendente,2023-12-07 12:02:39
4409,4409,Pix,Recusado,2025-02-20 11:49:15
4410,4410,Boleto,Pendente,2025-03-28 04:15:00
4411,4411,Pix,Aprovado,2024-09-18 18:36:39
