order_item_id,order_id,product_id,quantity,unit_price
14486,4801,19077,1,472.31
14487,4801,5907,2,832.14
14488,4801,18429,2,258.04
14489,4802,6436,2,330.7
14490,4802,15617,3,325.67
14491,4802,5700,2,868.03
14492,4802,14619,3,659.71
14493,4802,11489,1,797.55
14494,4803,12484,1,55.85
14495,4803,435,2,774.36
14496,4803,12452,2,800.18
14497,4803,11691,1,174.46
14498,4803,14708,3,955.63
14499,4804,1865,1,211.83
14500,4804,14566,2,517.29
14501,4804,1556,3,203.34
14502,4805,4833,3,663.66
14503,4805,5506,2,263.39
14504,4805,6856,3,748.2
14505,4805,6605,2,766.35
14506,4806,16825,2,101.85
14507,4807,7814,1,955.55
14508,4808,18615,3,423.56
14509,4808,282,1,61.68
14510,4808,16031,3,469.83
14511,4809,13551,3,595.16
14512,4809,8954,1,248.29
14513,4809,14754,2,880.86
14514,4809,19685,3,968.71
14515,4809,9015,2,915.59
14516,4810,11014,1,253.76
14517,4810,749,2,258.33
14518,4810,11407,2,506.68
14519,4811,15717,2,39.1
14520,4812,9935,1,274.92
14521,4812,18094,1,746.68
14522,4812,14706,3,979.01
14523,4812,5114,3,19.18
14524,4812,1598,3,771.23
14525,4813,3941,2,333.59
14526,4813,17349,1,542.16
14527,4813,16449,2,349.94
14528,4813,16433,1,419.76
14529,4814,11334,2,817.17
14530,4814,15587,3,894.96
14531,4814,16862,3,136.66
14532,4814,7303,3,901.12
14533,4814,13514,1,216.41
14534,4815,18793,3,167.91
14535,4815,3122,1,913.2
14536,4816,16724,1,669.44
14537,4817,10770,1,42.09
14538,4817,13813,2,689.72
14539,4817,19884,2,917.35
14540,4817,19961,2,387.22
14541,4817,11075,1,940.31
14542,4818,17294,1,746.79
14543,4818,18126,2,954.0
14544,4818,11569,2,153.35
14545,4819,6459,1,581.63
14546,4820,1424,3,650.41
14547,4821,18332,2,671.28
14548,4821,16190,2,274.62
14549,4821,9720,3,55.41
14550,4821,13358,3,470.25
14551,4821,17126,2,504.99
14552,4822,13913,3,570.41
14553,4822,4496,2,856.48
14554,4822,12223,1,914.5
14555,4822,3222,1,27.41
14556,4822,12464,3,584.94
14557,4823,2411,1,263.63
14558,4823,18673,1,855.35
14559,4823,3118,1,42.89
14560,4824,8955,1,940.16
14561,4824,1569,1,993.1
14562,4824,10207,3,507.28
14563,4824,16212,3,401.71
14564,4825,8180,3,500.99
14565,4825,6485,2,52.46
14566,4825,12218,2,830.96
14567,4826,9022,2,153.21
14568,4826,8144,1,327.08
14569,4826,10799,1,581.13
14570,4826,5434,3,498.47
14571,4826,17358,2,694.14
14572,4827,14117,2,452.73
14573,4828,13481,1,554.35
14574,4828,456,3,293.13
14575,4828,19383,2,159.43
14576,4829,11857,2,875.53
14577,4830,15319,3,429.27
14578,4830,6613,1,835.02
14579,4831,11886,1,315.92
14580,4831,16261,3,580.77
14581,4831,10098,2,65.88
14582,4831,3260,2,324.0
14583,4831,7418,3,647.81
14584,4832,14642,3,857.62
14585,4832,7124,1,277.74
14586,4832,7930,1,192.84
14587,4832,14754,1,880.86
14588,4833,1029,1,48.38
14589,4834,12988,1,684.3
14590,4834,13326,2,168.39
14591,4834,19778,3,115.71
14592,4834,1624,3,920.76
14593,4835,13752,2,915.77
14594,4835,17723,1,373.08
14595,4836,14151,2,820.41
14596,4836,2988,3,33.23
14597,4836,8,2,647.6
14598,4836,17389,3,316.62
14599,4836,19758,1,319.94
14600,4837,3129,3,382.18
14601,4838,838,1,351.67
14602,4838,18056,3,940.36
14603,4838,10601,2,145.63
14604,4839,8677,3,199.52
14605,4839,12432,2,581.43
14606,4839,18488,2,109.91
14607,4840,4301,3,771.34
14608,4840,654,3,298.94
14609,4840,16618,3,399.86
14610,4840,4955,3,926.88
14611,4841,6351,1,316.3
14612,4841,6058,1,363.32
14613,4841,16650,1,200.21
14614,4842,124,2,567.0
14615,4843,2660,1,384.01
14616,4844,15721,3,362.75
14617,4844,8210,1,628.44
14618,4844,8064,2,427.07
14619,4844,13197,2,588.53
14620,4845,17365,3,494.79
14621,4845,13408,2,967.86
14622,4846,17105,3,67.99
14623,4847,568,3,56.6
14624,4847,8240,2,286.23
14625,4847,12261,3,631.68
14626,4847,1282,2,580.66
14627,4847,6203,1,405.5
14628,4848,5801,2,420.69
14629,4849,10340,2,895.39
14630,4849,8933,2,571.95
14631,4849,10576,1,60.66
14632,4849,10327,3,738.2
14633,4850,3872,2,43.21
14634,4850,18921,1,937.36
14635,4851,8368,2,867.69
14636,4851,18817,1,288.4
14637,4851,17314,1,34.76
14638,4851,14274,1,885.66
14639,4852,900,3,902.17
14640,4853,6301,1,248.54
14641,4853,11966,2,558.66
14642,4853,15346,3,624.09
14643,4854,13497,2,319.94
14644,4854,2041,1,143.63
14645,4855,14566,2,517.29
14646,4855,16321,3,965.23
14647,4856,6587,1,944.71
14648,4856,3139,1,552.89
14649,4857,12311,1,469.26
14650,4857,16321,2,965.23
14651,4858,13457,2,856.41
14652,4858,17805,2,969.8
14653,4859,2138,2,286.6
14654,4859,15834,3,447.96
14655,4859,4763,3,493.19
14656,4859,16503,3,91.93
14657,4859,18430,1,832.82
14658,4860,14850,3,527.42
14659,4860,3276,2,104.84
14660,4860,14580,2,839.89
14661,4861,742,3,552.31
14662,4861,1210,3,976.08
14663,4861,745,3,234.03
14664,4861,15804,1,379.06
14665,4862,12318,1,835.07
14666,4862,5339,2,307.48
14667,4862,96,2,503.32
14668,4863,17810,3,437.03
14669,4863,482,1,435.1
14670,4864,13902,1,958.15
14671,4864,8137,2,234.24
14672,4864,13215,1,343.44
14673,4864,4747,1,403.98
14674,4864,16543,1,382.24
14675,4865,779,1,697.16
14676,4865,13642,2,666.83
14677,4866,10649,3,373.4
14678,4866,16083,1,275.74
14679,4866,12842,2,106.31
14680,4866,15160,1,752.81
14681,4866,5824,1,623.02
14682,4867,5576,1,336.42
14683,4867,1638,1,570.26
14684,4867,18783,2,189.2
14685,4867,16181,2,622.84
14686,4868,15324,1,364.87
14687,4868,18200,3,635.61
14688,4869,4015,2,96.83
14689,4869,19827,1,569.53
14690,4869,12214,3,507.42
14691,4869,3338,3,909.58
14692,4869,4527,3,995.67
14693,4870,17714,1,903.58
14694,4870,15755,2,656.02
14695,4871,15744,2,187.46
14696,4872,14529,2,409.54
14697,4872,7565,1,961.7
14698,4872,1316,2,169.86
14699,4872,18383,2,516.38
14700,4872,7891,1,865.01
14701,4873,4234,1,976.57
14702,4874,7085,1,350.16
14703,4874,17388,2,302.72
14704,4874,7516,1,155.47
14705,4874,5913,2,234.89
14706,4875,1374,1,96.89
14707,4875,12755,1,19.81
14708,4875,4734,1,332.17
14709,4875,2131,2,331.08
14710,4876,5945,3,856.72
14711,4877,3647,1,649.62
14712,4877,5349,1,308.18
14713,4877,18480,2,704.06
14714,4877,1435,1,435.87
14715,4878,3049,3,544.29
14716,4878,14263,2,42.1
14717,4878,19075,3,140.99
14718,4878,11369,3,262.75
14719,4878,19829,1,765.6
14720,4879,15931,2,793.33
14721,4880,8023,2,376.1
14722,4880,3081,1,513.07
14723,4880,14927,3,870.45
14724,4880,5079,3,698.06
14725,4880,16125,1,823.63
14726,4881,16208,1,135.57
14727,4881,10750,2,200.16
14728,4881,19135,1,844.45
14729,4881,16267,2,498.1
14730,4882,5864,2,182.65
14731,4883,4090,1,138.68
14732,4883,6669,3,996.58
14733,4883,4494,1,88.42
14734,4884,8675,3,453.02
14735,4884,9901,2,603.53
14736,4884,6256,2,668.58
14737,4884,5111,1,106.82
14738,4885,7134,3,509.97
14739,4885,17538,2,265.66
14740,4886,289,2,977.99
14741,4887,13687,3,701.14
14742,4888,3135,3,116.85
14743,4888,6930,2,757.86
14744,4889,10021,1,188.93
14745,4889,17658,1,561.88
14746,4889,7132,2,885.65
14747,4890,5183,2,595.72
14748,4890,3151,1,842.73
14749,4890,9645,3,36.97
14750,4891,17122,2,306.68
14751,4892,7793,2,671.21
14752,4893,18806,2,316.85
14753,4894,1139,3,886.9
14754,4894,14530,3,152.64
14755,4895,18979,2,868.1
14756,4896,7100,2,330.73
14757,4896,207,3,979.17
14758,4896,372,2,405.61
14759,4896,18628,1,367.01
14760,4896,9691,3,825.31
14761,4897,18260,2,854.75
14762,4897,19983,3,125.2
14763,4897,12385,2,90.9
14764,4898,13061,3,733.61
14765,4898,7467,2,637.52
14766,4898,13278,3,536.56
14767,4898,5677,1,958.17
14768,4899,11838,2,336.8
14769,4899,13802,2,467.78
14770,4900,13858,2,547.01
14771,4901,629,1,729.52
14772,4902,4186,3,752.06
14773,4902,6104,3,797.34
14774,4903,8056,2,99.33
14775,4903,13213,2,656.59
14776,4904,7025,3,212.38
14777,4904,1432,3,703.39
14778,4904,19467,3,248.56
14779,4904,14696,3,20.72
14780,4904,4309,2,19.15
14781,4905,6075,1,622.68
14782,4906,10794,3,804.04
14783,4906,244,3,119.73
14784,4906,2028,3,520.6
14785,4906,11038,3,180.61
14786,4906,8657,2,827.78
14787,4907,12614,3,876.51
14788,4907,2717,3,164.69
14789,4907,15528,3,534.55
14790,4907,8197,1,505.81
14791,4908,5577,3,399.33
14792,4908,11020,1,428.13
14793,4908,17668,2,427.37
14794,4909,7863,2,555.1
14795,4909,7331,3,648.53
14796,4909,16926,2,754.07
14797,4909,12621,1,221.51
14798,4910,6190,2,951.53
14799,4910,15436,1,697.39
14800,4910,16726,3,230.74
14801,4911,6285,2,298.03
14802,4911,3633,3,585.51
14803,4911,9123,1,422.3
14804,4912,4162,1,582.07
14805,4912,14878,1,558.84
14806,4912,6952,3,330.91
14807,4912,8786,1,867.25
14808,4913,1966,1,884.78
14809,4913,15077,1,352.96
14810,4913,18469,2,58.72
14811,4913,3560,1,581.19
14812,4914,17584,2,278.02
14813,4914,7699,1,41.9
14814,4914,10508,3,643.76
14815,4914,9043,3,144.94
14816,4915,17569,2,491.06
14817,4915,13329,3,83.22
14818,4915,3519,3,600.79
14819,4916,19217,2,770.56
14820,4916,15855,3,653.82
14821,4916,13940,3,260.36
14822,4916,13054,1,783.11
14823,4916,2211,2,639.55
14824,4917,1488,2,784.13
14825,4918,15838,3,960.11
14826,4919,7230,1,181.08
14827,4919,10858,3,469.37
14828,4919,8857,2,179.19
14829,4919,13100,3,852.79
14830,4919,12611,2,570.55
14831,4920,231,2,767.25
14832,4920,12723,2,775.09
14833,4920,823,3,612.18
14834,4920,19871,1,883.41
14835,4920,4269,1,285.18
14836,4921,16068,1,704.8
14837,4921,14889,1,478.4
14838,4921,6572,2,225.26
14839,4922,13436,2,349.84
14840,4922,5478,1,369.76
14841,4922,17246,3,664.61
14842,4922,9799,3,883.47
14843,4923,10296,2,209.92
14844,4923,13384,1,717.99
14845,4923,10618,3,159.21
14846,4923,590,2,84.03
14847,4924,19288,1,499.29
14848,4924,4683,2,150.43
14849,4924,13299,2,944.02
14850,4924,906,3,639.82
14851,4925,12375,1,423.64
14852,4925,3271,3,889.45
14853,4926,1715,2,640.05
14854,4926,19345,1,117.03
14855,4926,1064,1,343.71
14856,4926,19859,1,224.95
14857,4926,5939,3,596.49
14858,4927,10178,3,417.04
14859,4927,10738,3,658.3
14860,4928,1399,3,860.9
14861,4928,291,1,955.47
14862,4928,11005,3,645.55
14863,4929,6511,1,434.88
14864,4930,5688,3,570.04
14865,4930,7666,1,70.53
14866,4931,16639,2,654.13
14867,4932,3673,2,876.55
14868,4933,17247,2,774.53
14869,4933,13353,1,782.01
14870,4933,4000,2,294.18
14871,4933,3164,3,460.77
14872,4933,15493,3,989.9
14873,4934,4215,2,746.92
14874,4934,19648,1,962.15
14875,4934,19085,2,837.71
14876,4934,16635,2,550.62
14877,4934,6285,3,298.03
14878,4935,10159,3,935.5
14879,4936,1018,3,931.05
14880,4936,18838,3,567.36
14881,4936,5196,1,567.39
14882,4936,14674,2,49.58
14883,4936,7196,3,117.98
14884,4937,8422,2,94.25
14885,4937,4764,1,734.86
14886,4938,14960,2,150.57
14887,4938,14971,2,249.01
14888,4938,2888,1,862.71
14889,4938,7465,2,619.38
14890,4939,2362,2,722.63
14891,4939,10448,1,617.46
14892,4939,18591,1,615.73
14893,4939,7952,3,884.37
14894,4940,7047,3,312.53
14895,4941,14308,2,410.21
14896,4941,8360,3,172.07
14897,4941,4207,2,214.77
14898,4941,242,2,773.57
14899,4941,8108,3,554.12
14900,4942,11401,1,151.27
14901,4942,11346,3,919.28
14902,4943,19394,1,986.99
14903,4943,12798,3,887.37
14904,4943,1849,2,299.5
14905,4944,13850,3,280.64
14906,4944,11347,3,770.83
14907,4944,10366,1,45.37
14908,4944,10347,3,907.03
14909,4944,14179,3,723.48
14910,4945,17186,3,355.13
14911,4946,342,1,95.76
14912,4946,18367,1,909.97
14913,4946,10549,3,33.8
14914,4946,2134,1,318.48
14915,4946,6628,2,707.42
14916,4947,2480,1,588.67
14917,4947,19370,3,457.05
14918,4948,868,2,493.59
14919,4948,3876,3,823.7
14920,4948,8293,3,640.61
14921,4949,5419,2,388.77
14922,4949,15348,3,296.33
14923,4949,18507,1,72.32
14924,4949,5951,2,945.42
14925,4950,9334,1,700.58
14926,4950,14589,3,911.55
14927,4950,14225,2,307.2
14928,4950,17393,1,519.6
14929,4950,4111,3,313.23
14930,4951,13067,1,721.24
14931,4952,3937,3,61.34
14932,4952,4573,2,540.6
14933,4952,14680,1,99.47
14934,4953,16350,2,238.17
14935,4953,17355,1,317.54
14936,4953,13721,3,647.59
14937,4953,107,2,735.15
14938,4954,1683,3,510.35
14939,4955,1654,1,828.22
14940,4956,15328,2,864.13
14941,4956,15267,1,615.57
14942,4956,1834,2,586.51
14943,4956,3120,2,54.21
14944,4956,14383,1,967.1
14945,4957,9357,2,19.29
14946,4957,2143,1,307.47
14947,4958,17111,1,85.34
14948,4958,8520,1,249.69
14949,4958,19987,1,440.48
14950,4958,654,2,298.94
14951,4958,1020,3,737.23
14952,4959,12502,1,579.0
14953,4959,1764,2,717.35
14954,4960,8801,1,596.52
14955,4961,16445,3,701.9
14956,4961,2125,1,26.75
14957,4962,7961,1,235.24
14958,4962,19396,1,507.12
14959,4962,14930,1,680.29
14960,4963,5242,2,325.89
14961,4963,18571,2,208.59
14962,4963,10037,2,613.87
14963,4963,13000,2,435.17
14964,4963,13245,1,852.44
14965,4964,11502,3,926.0
14966,4964,12356,1,445.87
14967,4964,19586,2,802.71
14968,4964,3639,2,322.05
14969,4964,19751,3,484.26
14970,4965,11908,3,152.91
14971,4965,14151,3,820.41
14972,4965,14244,3,642.49
14973,4966,11100,3,218.31
14974,4967,5716,2,918.8
14975,4967,7958,1,320.13
14976,4967,14940,1,767.21
14977,4967,2177,2,997.82
14978,4968,15945,1,988.66
14979,4968,19888,2,215.32
14980,4969,4172,1,528.2
14981,4969,18148,3,756.59
14982,4969,11345,2,487.34
14983,4970,3569,1,357.82
14984,4970,16160,3,195.21
14985,4970,16466,1,263.83
14986,4970,14717,1,925.94
14987,4970,13365,2,298.37
14988,4971,7632,3,65.05
14989,4971,7118,3,925.82
14990,4971,4119,3,170.76
14991,4972,3607,3,803.61
14992,4973,13309,2,66.38
14993,4973,8194,1,260.36
14994,4973,964,3,679.78
14995,4973,11589,1,586.23
14996,4973,11249,3,64.72
14997,4974,17186,1,355.13
14998,4974,9865,3,261.21
14999,4974,6340,1,208.45
15000,4974,18882,2,456.44
15001,4975,16888,1,497.54
15002,4975,9210,1,365.94
15003,4975,6776,3,47.45
15004,4975,10879,3,457.36
15005,4976,3967,2,424.51
15006,4976,15942,1,332.3
15007,4976,19573,3,158.05
15008,4976,14335,3,275.4
15009,4977,4923,3,481.36
15010,4977,3690,3,552.65
15011,4977,19113,1,482.92
15012,4977,544,2,387.65
15013,4978,4165,2,355.3
15014,4978,12922,2,715.97
15015,4978,2670,1,912.74
15016,4978,11853,1,302.01
15017,4979,5494,3,673.72
15018,4979,11184,2,32.62
15019,4979,1107,3,378.6
15020,4979,7675,2,251.67
15021,4979,5880,2,306.19
15022,4980,1140,1,540.33
15023,4980,12164,1,379.18
15024,4981,4702,2,47.16
15025,4982,2406,2,96.32
15026,4983,14430,1,915.67
15027,4983,7246,2,269.34
15028,4984,12535,2,215.5
15029,4984,11947,3,432.04
15030,4984,12981,3,492.11
15031,4985,2165,3,655.46
15032,4985,18727,1,439.27
15033,4985,17402,2,557.27
15034,4986,14048,3,770.13
15035,4986,1871,1,889.76
15036,4987,12958,3,150.82
15037,4987,4884,3,24.23
15038,4988,4700,3,153.69
15039,4988,8318,3,344.15
15040,4988,13694,3,279.38
15041,4988,5714,3,788.91
15042,4989,12856,3,27.16
15043,4990,16783,2,576.49
15044,4990,4884,1,24.23
15045,4990,15062,3,583.48
15046,4990,2794,3,397.98
15047,4991,3376,1,613.21
15048,4992,19836,1,190.89
15049,4992,4681,1,434.17
15050,4993,3128,1,371.63
15051,4993,8421,3,566.89
15052,4994,10861,1,854.63
15053,4995,3698,3,392.91
15054,4995,1929,3,456.33
15055,4995,8080,1,804.65
15056,4995,6034,1,912.91
15057,4996,9265,3,129.49
15058,4996,8334,1,60.08
15059,4997,11787,2,498.61
15060,4998,19378,3,66.6
15061,4998,6614,1,506.51
15062,4998,13214,1,258.98
15063,4999,11211,3,680.58
15064,5000,2482,1,741.48
15065,5000,5649,2,677.52
15066,5001,1090,1,446.41
15067,5001,5417,1,230.67
15068,5001,13859,3,698.86
15069,5001,6567,1,981.25
15070,5001,2029,3,367.8
15071,5002,19718,3,399.4
15072,5003,14339,1,197.23
15073,5003,16836,2,699.03
15074,5004,12783,1,752.97
15075,5004,18432,2,299.52
15076,5004,1563,1,598.01
15077,5004,3490,3,547.99
15078,5005,19022,1,927.77
15079,5006,17876,3,761.35
15080,5006,12946,2,838.55
15081,5006,16781,2,572.16
15082,5007,17300,2,28.47
15083,5007,13562,1,296.53
15084,5007,14853,1,195.4
15085,5008,13788,2,676.06
15086,5008,18317,2,293.68
15087,5008,2079,3,369.83
15088,5008,4864,2,909.03
15089,5009,21,1,282.34
15090,5009,2381,2,902.67
15091,5009,4014,2,449.67
15092,5010,2039,1,979.89
15093,5010,5178,3,664.85
15094,5010,12335,1,401.16
15095,5010,16816,3,406.41
15096,5010,3639,3,322.05
15097,5011,5785,2,247.47
15098,5011,7889,1,906.77
15099,5011,16414,2,115.93
15100,5011,8668,2,608.32
15101,5011,19113,2,482.92
15102,5012,19358,2,557.32
15103,5012,5109,1,224.31
15104,5012,18188,2,698.25
15105,5012,10796,2,175.77
15106,5013,14452,3,174.6
15107,5014,12370,3,626.67
15108,5015,14734,2,322.29
15109,5015,19729,2,838.46
15110,5015,4231,3,777.9
15111,5016,18566,2,607.19
15112,5017,7344,3,254.53
15113,5017,13622,3,761.23
15114,5017,18161,1,394.5
15115,5017,13951,2,861.21
15116,5018,5615,2,878.28
15117,5018,6125,3,423.34
15118,5019,19997,1,309.91
15119,5019,11555,1,392.51
15120,5019,12923,1,23.84
15121,5019,5653,1,469.15
15122,5020,10505,3,852.76
15123,5020,19260,3,628.08
15124,5020,17066,2,250.45
15125,5020,13389,2,884.73
15126,5021,5725,2,387.51
15127,5021,2066,2,716.39
15128,5021,15078,2,250.67
15129,5022,2379,1,372.96
15130,5022,11091,3,193.5
15131,5022,144,2,379.99
15132,5022,2601,2,858.1
15133,5023,7484,1,898.65
15134,5023,4276,3,631.81
15135,5023,8668,1,608.32
15136,5023,7179,2,526.8
15137,5023,15214,1,412.14
15138,5024,14183,3,313.75
15139,5024,12007,1,562.68
15140,5024,3405,2,442.83
15141,5024,12351,2,775.22
15142,5025,13579,1,786.24
15143,5025,13165,3,792.33
15144,5025,8845,1,365.93
15145,5025,5698,1,206.25
15146,5025,5091,2,951.72
15147,5026,1937,2,199.66
15148,5026,12730,3,495.49
15149,5027,7635,3,11.67
15150,5028,18947,1,108.54
15151,5028,11920,3,153.38
15152,5028,15367,3,457.69
15153,5028,10371,1,973.95
15154,5028,8922,3,891.51
15155,5029,16041,2,52.76
15156,5029,18698,2,856.86
15157,5029,13621,2,845.52
15158,5029,10633,3,279.38
15159,5029,14950,2,270.34
15160,5030,187,1,560.69
15161,5030,5006,1,834.4
15162,5030,4956,2,871.22
15163,5030,1847,3,613.45
15164,5030,19319,2,921.27
15165,5031,3033,3,160.04
15166,5031,19844,1,463.44
15167,5032,11144,2,328.38
15168,5032,8190,1,661.06
15169,5033,5985,1,816.5
15170,5033,7904,2,286.21
15171,5034,15287,3,548.58
15172,5034,19673,2,397.54
15173,5034,3988,3,312.89
15174,5035,9362,3,474.1
15175,5036,11070,3,108.27
15176,5037,8243,2,242.69
15177,5037,11558,1,529.75
15178,5038,17954,3,124.63
15179,5038,4637,2,597.74
15180,5039,8308,1,605.36
15181,5039,2408,1,747.43
15182,5039,7250,3,447.18
15183,5039,19028,1,401.8
15184,5040,7553,1,439.34
15185,5040,9354,2,974.6
15186,5040,13011,1,375.24
15187,5040,13766,2,780.71
15188,5041,16041,2,52.76
15189,5042,8881,1,910.8
15190,5043,9285,1,639.72
15191,5043,18373,1,410.33
15192,5043,1054,1,46.3
15193,5043,16053,1,139.75
15194,5044,15335,2,482.69
15195,5044,13078,1,119.03
15196,5045,8470,1,141.9
15197,5046,5217,3,983.13
15198,5046,16082,1,718.63
15199,5047,7094,3,260.42
15200,5047,13066,3,737.26
15201,5047,10522,2,748.35
15202,5047,15253,2,88.82
15203,5047,1156,3,916.87
15204,5048,15609,1,444.06
15205,5049,6225,2,631.49
15206,5049,2519,2,666.05
15207,5049,11634,3,900.24
15208,5050,8710,3,76.4
15209,5051,1425,1,27.85
15210,5052,3219,3,548.42
15211,5052,2780,1,365.82
15212,5052,11967,3,696.79
15213,5052,4821,3,490.63
15214,5052,14608,1,610.98
15215,5053,7117,1,451.12
15216,5053,12574,2,31.98
15217,5053,9384,3,231.61
15218,5054,2101,2,754.45
15219,5054,3708,3,732.93
15220,5054,5730,2,267.83
15221,5055,17185,2,62.37
15222,5055,7936,1,750.82
15223,5055,9247,2,359.58
15224,5055,6731,3,535.62
15225,5055,6566,3,333.38
15226,5056,17907,1,32.58
15227,5056,9326,1,243.74
15228,5056,7479,2,664.59
15229,5056,16307,1,241.89
15230,5057,12894,3,492.07
15231,5057,6963,1,499.42
15232,5057,13023,2,357.21
15233,5058,18722,1,440.42
15234,5058,18839,1,939.45
15235,5058,6789,1,956.21
15236,5058,10267,2,315.65
15237,5058,14236,1,749.87
15238,5059,12312,3,187.93
15239,5059,4177,3,100.29
15240,5059,6000,2,367.21
15241,5060,3659,3,882.87
15242,5060,14519,2,234.08
15243,5060,1176,1,297.59
15244,5060,9038,3,728.36
15245,5061,231,3,767.25
15246,5062,12521,1,832.95
15247,5062,13916,3,166.86
15248,5062,12998,1,928.6
15249,5062,8682,3,476.16
15250,5063,18503,1,358.3
15251,5063,6402,3,316.3
15252,5064,8783,2,874.9
15253,5065,8376,2,726.48
15254,5066,15661,1,45.55
15255,5067,18649,1,857.55
15256,5067,2825,3,782.04
15257,5068,11101,1,526.21
15258,5069,19849,1,356.26
15259,5069,18665,1,200.43
15260,5069,1411,3,444.27
15261,5069,5985,3,816.5
15262,5070,7192,2,817.19
15263,5071,13096,2,211.11
15264,5072,7506,1,286.25
15265,5072,16987,1,60.83
15266,5072,17438,1,804.08
15267,5073,979,3,108.7
15268,5073,15183,2,451.53
15269,5073,4515,1,575.1
15270,5073,13674,1,53.14
15271,5073,16845,2,229.13
15272,5074,15784,3,408.42
15273,5074,6862,1,414.41
15274,5074,13718,1,931.29
15275,5074,18165,2,512.64
15276,5074,9220,2,194.15
15277,5075,324,1,84.18
15278,5075,12376,3,288.62
15279,5075,5053,3,622.82
15280,5076,5240,2,185.62
15281,5077,11038,2,180.61
15282,5078,4392,3,440.6
15283,5079,11383,1,823.93
15284,5079,2956,2,232.28
15285,5079,19224,3,645.25
15286,5079,13700,2,695.75
15287,5079,6486,2,199.61
15288,5080,921,1,805.84
15289,5081,5082,2,313.3
15290,5081,16152,1,375.39
15291,5081,13607,3,573.48
15292,5081,152,3,400.49
15293,5081,615,1,415.55
15294,5082,4616,3,352.47
15295,5082,5259,1,194.02
15296,5082,10777,1,744.18
15297,5082,2036,3,280.39
15298,5082,18249,1,611.88
15299,5083,18710,3,403.69
15300,5083,3180,3,207.29
15301,5083,17235,3,52.63
15302,5083,15426,3,211.93
15303,5083,11664,1,656.63
15304,5084,2974,2,841.32
15305,5084,1677,3,256.74
15306,5084,13490,3,32.05
15307,5085,8994,1,759.84
15308,5085,9945,3,299.97
15309,5085,16537,2,543.42
15310,5085,7607,2,118.23
15311,5085,5844,3,372.07
15312,5086,6364,2,48.91
15313,5086,17534,2,766.27
15314,5086,2701,1,466.29
15315,5086,2644,1,287.22
15316,5087,5318,3,182.76
15317,5087,6365,3,817.78
15318,5087,10127,2,499.1
15319,5087,14184,1,866.45
15320,5087,11686,1,707.55
15321,5088,10369,2,249.75
15322,5088,12718,3,195.67
15323,5088,7344,3,254.53
15324,5089,14375,2,789.19
15325,5089,17017,3,206.33
15326,5089,7775,1,958.93
15327,5090,2590,1,605.06
15328,5090,2132,3,780.68
15329,5090,8709,3,750.97
15330,5090,13675,1,84.47
15331,5090,8445,1,901.63
15332,5091,9897,3,487.81
15333,5092,7500,2,583.76
15334,5092,9967,3,544.08
15335,5092,9167,1,219.33
15336,5093,16772,3,760.76
15337,5094,11700,2,265.19
15338,5094,12620,1,153.12
15339,5094,19180,1,547.54
15340,5094,19846,2,658.51
15341,5095,13123,1,827.96
15342,5095,5304,3,366.43
15343,5095,7327,3,28.01
15344,5095,19929,3,828.54
15345,5096,7157,2,487.08
15346,5096,6925,2,843.74
15347,5096,14676,2,594.29
15348,5097,11594,3,136.66
15349,5098,19170,1,561.37
15350,5099,2200,2,390.13
15351,5100,3219,1,548.42
15352,5100,19185,2,988.43
15353,5100,3316,2,309.28
15354,5101,2587,2,277.85
15355,5102,8461,2,396.2
15356,5102,16734,2,765.44
15357,5103,11424,3,293.85
15358,5104,17396,2,418.96
15359,5104,8713,2,446.65
15360,5104,15790,2,384.44
15361,5105,5195,2,678.02
15362,5106,2333,3,534.82
15363,5106,14335,1,275.4
15364,5106,7404,2,34.91
15365,5106,13275,3,848.73
15366,5107,6638,3,843.81
15367,5107,10002,2,309.52
15368,5107,5616,1,243.55
15369,5107,2055,3,577.87
15370,5107,13449,1,335.53
15371,5108,7146,2,774.58
15372,5109,15533,3,193.84
15373,5110,11923,2,401.96
15374,5110,702,2,457.0
15375,5111,7021,1,982.72
15376,5112,18787,2,353.21
15377,5112,4580,3,781.79
15378,5112,6861,3,445.8
15379,5112,2211,3,639.55
15380,5113,12367,1,395.15
15381,5113,1871,3,889.76
15382,5113,17765,2,533.89
15383,5113,1137,1,762.45
15384,5114,8985,2,813.85
15385,5115,10409,1,821.78
15386,5115,8265,3,278.92
15387,5115,1230,2,640.62
15388,5115,9106,1,876.29
15389,5115,6010,3,722.03
15390,5116,3896,3,154.68
15391,5116,7996,2,871.49
15392,5117,16652,1,900.28
15393,5117,12406,2,566.78
15394,5117,14314,2,567.56
15395,5117,9826,2,589.45
15396,5117,1878,2,165.04
15397,5118,6301,1,248.54
15398,5118,5201,2,742.61
15399,5118,9850,2,414.53
15400,5118,3050,1,176.86
15401,5118,8116,1,779.19
15402,5119,8029,1,134.43
15403,5119,18614,1,238.52
15404,5119,7144,2,66.62
15405,5119,5035,3,401.9
15406,5120,12195,3,785.4
15407,5120,6116,1,82.48
15408,5120,11081,1,822.42
15409,5120,1242,2,601.94
15410,5120,18412,2,128.8
15411,5121,17044,1,143.58
15412,5122,2471,3,205.88
15413,5122,3629,3,238.64
15414,5122,4043,3,547.29
15415,5122,7995,2,664.11
15416,5123,15462,1,964.36
15417,5123,6849,1,118.68
15418,5124,3425,2,727.07
15419,5125,9398,3,21.28
